gf_name,topology,T,eta,maxbond,error_l1,mem_bytes
gf,BTTN,100.0,5.0,5,0.0038843134337526296,227424
gf,CTTN,100.0,5.0,5,0.0044520603090612235,267984
gf,QTT_Int,100.0,5.0,5,9.033165477581454e-6,217232
gf,ITTN,100.0,5.0,5,9.157165196008546e-19,197648
gf,QTT_Seq,100.0,5.0,10,0.004431560144394794,397976
gf,BTTN,100.0,5.0,10,0.006099048553793183,274216
gf,CTTN,100.0,5.0,10,0.0030666707210200905,349720
gf,QTT_Int,100.0,5.0,10,1.294660336363655e-7,217232
gf,ITTN,100.0,5.0,10,1.1050691353722922e-18,197648
gf,QTT_Seq,100.0,5.0,15,0.0039022528206041993,477016
gf,BTTN,100.0,5.0,15,0.0037441518307460018,308328
gf,CTTN,100.0,5.0,15,0.004569334660312079,376344
gf,QTT_Int,100.0,5.0,15,2.8511889883838866e-9,217232
gf,ITTN,100.0,5.0,15,8.834985338157935e-19,197648
gf,QTT_Seq,100.0,5.0,20,0.004952424329759838,474520
gf,BTTN,100.0,5.0,20,0.004940972324306141,333288
gf,CTTN,100.0,5.0,20,0.0019923353875290124,354712
gf,QTT_Int,100.0,5.0,20,5.1818012147322594e-5,217232
gf,ITTN,100.0,5.0,20,1.581418388878897e-18,197648
gf,QTT_Seq,100.0,5.0,25,0.002802376312260429,561880
gf,BTTN,100.0,5.0,25,0.0034606082580034853,347432
gf,CTTN,100.0,5.0,25,0.0013009902677346852,363032
gf,QTT_Int,100.0,5.0,25,4.2172030118945235e-8,217232
gf,ITTN,100.0,5.0,25,6.800503931325794e-19,197648
gf,QTT_Seq,100.0,5.0,30,0.005995257623698374,594328
gf,BTTN,100.0,5.0,30,0.0026810106995660467,365736
gf,CTTN,100.0,5.0,30,0.00431771713233125,355544
gf,QTT_Int,100.0,5.0,30,1.1732214171587535e-7,217232
gf,ITTN,100.0,5.0,30,1.4398798215151167e-18,197648
gf,QTT_Seq,100.0,5.0,35,0.004685870501636797,490328
gf,BTTN,100.0,5.0,35,0.004413431882570044,391496
